شماره و گروه درس,نام درس,ظر فيت,جنسيت,نام استاد,ساعات ارائه و امتحان,محل,دروس پيش نياز، همنياز، متضاد و معادل,توضيحات,واحد_کل,واحد_ع,_unit_a_col_used,is_fake,fake_reason
1818080_01,تربيت بدني,15,مرد,نخ زري مقدم محسن,درس(ع): سه شنبه 13:00-15:00,سالن ورزشي 22 بهمن _ تربيت بدني,"معادل: 4816109 تربيت بدني 1
معادل: 1816070 تربيت بدني 1
معادل: 1818084 تربيت بدني ويژه
معادل: 1816080 تربيت بدني
معادل: 1816084 تربيت بدني ويژه",,1,1,واحد_ع,False,
1818080_02,تربيت بدني,15,مرد,نخ زري مقدم محسن,درس(ع): چهارشنبه 13:00-15:00,سالن ورزشي 22 بهمن _ تربيت بدني,"معادل: 4816109 تربيت بدني 1
معادل: 1816070 تربيت بدني 1
معادل: 1818084 تربيت بدني ويژه
معادل: 1816080 تربيت بدني
معادل: 1816084 تربيت بدني ويژه",,1,1,واحد_ع,False,
1818080_03,تربيت بدني,15,مرد,رخشاني امير حسين,درس(ع): شنبه 15:00-17:00,سالن ورزشي 22 بهمن _ تربيت بدني,"معادل: 4816109 تربيت بدني 1
معادل: 1816070 تربيت بدني 1
معادل: 1818084 تربيت بدني ويژه
معادل: 1816080 تربيت بدني
معادل: 1816084 تربيت بدني ويژه",,1,1,واحد_ع,False,
1818080_04,تربيت بدني,15,مرد,رخشاني امير حسين,درس(ع): شنبه 18:00-20:00,سالن ورزشي 22 بهمن _ تربيت بدني,"معادل: 4816109 تربيت بدني 1
معادل: 1816070 تربيت بدني 1
معادل: 1818084 تربيت بدني ويژه
معادل: 1816080 تربيت بدني
معادل: 1816084 تربيت بدني ويژه",,1,1,واحد_ع,False,
1818080_06,تربيت بدني,15,مرد,رخشاني امير حسين,درس(ع): يك شنبه 18:00-20:00,سالن ورزشي 22 بهمن _ تربيت بدني,"معادل: 4816109 تربيت بدني 1
معادل: 1816070 تربيت بدني 1
معادل: 1818084 تربيت بدني ويژه
معادل: 1816080 تربيت بدني
معادل: 1816084 تربيت بدني ويژه",,1,1,واحد_ع,False,
1818080_07,تربيت بدني,15,مرد,رخشاني امير حسين,درس(ع): دوشنبه 18:00-20:00,سالن ورزشي 22 بهمن _ آمادگي جسماني,"معادل: 4816109 تربيت بدني 1
معادل: 1816070 تربيت بدني 1
معادل: 1818084 تربيت بدني ويژه
معادل: 1816080 تربيت بدني
معادل: 1816084 تربيت بدني ويژه",,1,1,واحد_ع,False,
1818080_08,تربيت بدني,15,مرد,مولائي رحمت اله,درس(ع): يك شنبه 18:00-20:00,سالن ورزشي 22 بهمن _ آمادگي جسماني,"معادل: 4816109 تربيت بدني 1
معادل: 1816070 تربيت بدني 1
معادل: 1818084 تربيت بدني ويژه
معادل: 1816080 تربيت بدني
معادل: 1816084 تربيت بدني ويژه",,1,1,واحد_ع,False,
1818080_09,تربيت بدني,15,مرد,مولائي رحمت اله,درس(ع): سه شنبه 15:00-17:00,سالن ورزشي 22 بهمن _ تربيت بدني,"معادل: 4816109 تربيت بدني 1
معادل: 1816070 تربيت بدني 1
معادل: 1818084 تربيت بدني ويژه
معادل: 1816080 تربيت بدني
معادل: 1816084 تربيت بدني ويژه",,1,1,واحد_ع,False,
1818080_10,تربيت بدني,15,مرد,مولائي رحمت اله,درس(ع): سه شنبه 18:00-20:00,سالن ورزشي 22 بهمن _ تربيت بدني,"معادل: 4816109 تربيت بدني 1
معادل: 1816070 تربيت بدني 1
معادل: 1818084 تربيت بدني ويژه
معادل: 1816080 تربيت بدني
معادل: 1816084 تربيت بدني ويژه",,1,1,واحد_ع,False,
1818080_15,تربيت بدني,15,زن,ريگي مينا,درس(ع): يك شنبه 07:30-09:30,سالن ورزشي كوثر _ تربيت بدني,"معادل: 4816109 تربيت بدني 1
معادل: 1816070 تربيت بدني 1
معادل: 1818084 تربيت بدني ويژه
معادل: 1816080 تربيت بدني
معادل: 1816084 تربيت بدني ويژه",,1,1,واحد_ع,False,
1818080_16,تربيت بدني,15,زن,ريگي مينا,درس(ع): يك شنبه 09:30-11:30,سالن ورزشي كوثر _ تربيت بدني,"معادل: 4816109 تربيت بدني 1
معادل: 1816070 تربيت بدني 1
معادل: 1818084 تربيت بدني ويژه
معادل: 1816080 تربيت بدني
معادل: 1816084 تربيت بدني ويژه",,1,1,واحد_ع,False,
1818080_17,تربيت بدني,15,زن,ريگي مينا,درس(ع): دوشنبه 07:30-09:30,سالن ورزشي كوثر _ تربيت بدني,"معادل: 4816109 تربيت بدني 1
معادل: 1816070 تربيت بدني 1
معادل: 1818084 تربيت بدني ويژه
معادل: 1816080 تربيت بدني
معادل: 1816084 تربيت بدني ويژه",,1,1,واحد_ع,False,
1818080_18,تربيت بدني,15,زن,راشكي قلعه نو روشنا,درس(ع): دوشنبه 07:30-09:30,سالن ورزشي كوثر _ آمادگي جسماني,"معادل: 4816109 تربيت بدني 1
معادل: 1816070 تربيت بدني 1
معادل: 1818084 تربيت بدني ويژه
معادل: 1816080 تربيت بدني
معادل: 1816084 تربيت بدني ويژه",,1,1,واحد_ع,False,
1818080_19,تربيت بدني,15,زن,راشكي قلعه نو روشنا,درس(ع): دوشنبه 09:30-11:30,سالن ورزشي كوثر _ تربيت بدني,"معادل: 4816109 تربيت بدني 1
معادل: 1816070 تربيت بدني 1
معادل: 1818084 تربيت بدني ويژه
معادل: 1816080 تربيت بدني
معادل: 1816084 تربيت بدني ويژه",,1,1,واحد_ع,False,
1818080_20,تربيت بدني,15,زن,جهانتيغ زهرا,درس(ع): سه شنبه 07:30-09:30,سالن ورزشي كوثر _ تربيت بدني,"معادل: 4816109 تربيت بدني 1
معادل: 1816070 تربيت بدني 1
معادل: 1818084 تربيت بدني ويژه
معادل: 1816080 تربيت بدني
معادل: 1816084 تربيت بدني ويژه",,1,1,واحد_ع,False,
1818080_21,تربيت بدني,15,زن,جهانتيغ زهرا,درس(ع): سه شنبه 09:30-11:30,سالن ورزشي كوثر _ تربيت بدني,"معادل: 4816109 تربيت بدني 1
معادل: 1816070 تربيت بدني 1
معادل: 1818084 تربيت بدني ويژه
معادل: 1816080 تربيت بدني
معادل: 1816084 تربيت بدني ويژه",,1,1,واحد_ع,False,
1818080_22,تربيت بدني,15,زن,راشكي قلعه نو روشنا,درس(ع): سه شنبه 07:30-09:30,سالن ورزشي كوثر _ ورزش 1,"معادل: 4816109 تربيت بدني 1
معادل: 1816070 تربيت بدني 1
معادل: 1818084 تربيت بدني ويژه
معادل: 1816080 تربيت بدني
معادل: 1816084 تربيت بدني ويژه",,1,1,واحد_ع,False,
1818080_23,تربيت بدني,15,زن,جهانتيغ زهرا,درس(ع): چهارشنبه 07:30-09:30,سالن ورزشي كوثر _ تربيت بدني,"معادل: 4816109 تربيت بدني 1
معادل: 1816070 تربيت بدني 1
معادل: 1818084 تربيت بدني ويژه
معادل: 1816080 تربيت بدني
معادل: 1816084 تربيت بدني ويژه",,1,1,واحد_ع,False,
1818080_24,تربيت بدني,15,زن,جهانتيغ زهرا,درس(ع): سه شنبه 13:00-15:00,سالن ورزشي كوثر _ سالن ورزشي كوثر,"معادل: 4816109 تربيت بدني 1
معادل: 1816070 تربيت بدني 1
معادل: 1818084 تربيت بدني ويژه
معادل: 1816080 تربيت بدني
معادل: 1816084 تربيت بدني ويژه",,1,1,واحد_ع,False,
3022056_01,دانش خانواده و جمعيت,35,زن,عبدالعلي نژاد الهه,"درس(ت): چهارشنبه 07:30-09:30
امتحان(1404.11.06) ساعت : 12:30-14:30",ساختمان كلاسهاي دانشكده مهندسي _ كلاس 209,"معادل: 4816021 دانش خانواده و جمعيت
معادل: 1812700 دانش خانواده و جمعيت
معادل: 3022014 اخلاق غريزه - مركز مبنا (دانش خانواده وجمعيت)
معادل: 3022019 اخلاق اجتماعي(دانش خانواده وجمعيت )",,2,0,واحد_ع,False,
3022056_02,دانش خانواده و جمعيت,35,مرد,جباري حسينعلي,"درس(ت): يك شنبه 18:00-20:00
امتحان(1404.11.06) ساعت : 12:30-14:30",ساختمان كلاسهاي دانشكده مهندسي _ كلاس 206,"معادل: 4816021 دانش خانواده و جمعيت
معادل: 1812700 دانش خانواده و جمعيت
معادل: 3022014 اخلاق غريزه - مركز مبنا (دانش خانواده وجمعيت)
معادل: 3022019 اخلاق اجتماعي(دانش خانواده وجمعيت )",,2,0,واحد_ع,False,
3022056_03,دانش خانواده و جمعيت,35,زن,عبدالعلي نژاد الهه,"درس(ت): چهارشنبه 09:30-11:30
امتحان(1404.11.06) ساعت : 12:30-14:30",ساختمان كلاسهاي دانشكده مهندسي _ كلاس 209,"معادل: 4816021 دانش خانواده و جمعيت
معادل: 1812700 دانش خانواده و جمعيت
معادل: 3022014 اخلاق غريزه - مركز مبنا (دانش خانواده وجمعيت)
معادل: 3022019 اخلاق اجتماعي(دانش خانواده وجمعيت )",,2,0,واحد_ع,False,
3022056_04,دانش خانواده و جمعيت,35,مرد,رخشاني نژاد مالك,"درس(ت): دوشنبه 07:30-09:30
امتحان(1404.11.06) ساعت : 12:30-14:30",ساختمان كلاسهاي دانشكده مهندسي _ كلاس 209,"معادل: 4816021 دانش خانواده و جمعيت
معادل: 1812700 دانش خانواده و جمعيت
معادل: 3022014 اخلاق غريزه - مركز مبنا (دانش خانواده وجمعيت)
معادل: 3022019 اخلاق اجتماعي(دانش خانواده وجمعيت )",,2,0,واحد_ع,False,
3022056_05,دانش خانواده و جمعيت,35,زن,غزنوي عصمت,"درس(ت): شنبه 07:30-09:30
امتحان(1404.11.06) ساعت : 12:30-14:30",ساختمان كلاسهاي دانشكده مهندسي _ كلاس 209,"معادل: 4816021 دانش خانواده و جمعيت
معادل: 1812700 دانش خانواده و جمعيت
معادل: 3022014 اخلاق غريزه - مركز مبنا (دانش خانواده وجمعيت)
معادل: 3022019 اخلاق اجتماعي(دانش خانواده وجمعيت )",,2,0,واحد_ع,False,
3022056_06,دانش خانواده و جمعيت,35,مرد,رخشاني نژاد مالك,"درس(ت): دوشنبه 09:30-11:30
امتحان(1404.11.06) ساعت : 12:30-14:30",ساختمان كلاسهاي دانشكده مهندسي _ كلاس 209,"معادل: 4816021 دانش خانواده و جمعيت
معادل: 1812700 دانش خانواده و جمعيت
معادل: 3022014 اخلاق غريزه - مركز مبنا (دانش خانواده وجمعيت)
معادل: 3022019 اخلاق اجتماعي(دانش خانواده وجمعيت )",,2,0,واحد_ع,False,
3022056_07,دانش خانواده و جمعيت,35,زن,غزنوي عصمت,"درس(ت): شنبه 09:30-11:30
امتحان(1404.11.06) ساعت : 12:30-14:30",ساختمان كلاسهاي دانشكده مهندسي _ كلاس 209,"معادل: 4816021 دانش خانواده و جمعيت
معادل: 1812700 دانش خانواده و جمعيت
معادل: 3022014 اخلاق غريزه - مركز مبنا (دانش خانواده وجمعيت)
معادل: 3022019 اخلاق اجتماعي(دانش خانواده وجمعيت )",,2,0,واحد_ع,False,
3022056_08,دانش خانواده و جمعيت,35,مرد,مهران محمد علي,"درس(ت): يك شنبه 18:00-20:00
امتحان(1404.11.06) ساعت : 07:30-09:30",ساختمان كلاسهاي دانشكده مهندسي _ كلاس 211,"معادل: 4816021 دانش خانواده و جمعيت
معادل: 1812700 دانش خانواده و جمعيت
معادل: 3022014 اخلاق غريزه - مركز مبنا (دانش خانواده وجمعيت)
معادل: 3022019 اخلاق اجتماعي(دانش خانواده وجمعيت )",,2,0,واحد_ع,False,
3022056_09,دانش خانواده و جمعيت,35,زن,مهران محمد علي,"درس(ت): شنبه 15:00-17:00
امتحان(1404.11.06) ساعت : 12:30-14:30",ساختمان كلاسهاي دانشكده مهندسي _ كلاس 211,"معادل: 4816021 دانش خانواده و جمعيت
معادل: 1812700 دانش خانواده و جمعيت
معادل: 3022014 اخلاق غريزه - مركز مبنا (دانش خانواده وجمعيت)
معادل: 3022019 اخلاق اجتماعي(دانش خانواده وجمعيت )",,2,0,واحد_ع,False,
3022056_11,دانش خانواده و جمعيت,35,زن,اساتيد گروه آموزشي,"درس(ت): يك شنبه 07:30-09:30
امتحان(1404.11.06) ساعت : 12:30-14:30",ساختمان كلاسهاي دانشكده مهندسي _ كلاس 202,"معادل: 4816021 دانش خانواده و جمعيت
معادل: 1812700 دانش خانواده و جمعيت
معادل: 3022014 اخلاق غريزه - مركز مبنا (دانش خانواده وجمعيت)
معادل: 3022019 اخلاق اجتماعي(دانش خانواده وجمعيت )",,2,0,واحد_ع,False,
3022056_13,دانش خانواده و جمعيت,35,زن,اساتيد گروه آموزشي,"درس(ت): يك شنبه 09:30-11:30
امتحان(1404.11.06) ساعت : 12:30-14:30",ساختمان كلاسهاي دانشكده مهندسي _ كلاس 202,"معادل: 4816021 دانش خانواده و جمعيت
معادل: 1812700 دانش خانواده و جمعيت
معادل: 3022014 اخلاق غريزه - مركز مبنا (دانش خانواده وجمعيت)
معادل: 3022019 اخلاق اجتماعي(دانش خانواده وجمعيت )",,2,0,واحد_ع,False,
3022056_15,دانش خانواده و جمعيت,35,زن,براهويي جهانشاهي مريم,"درس(ت): سه شنبه 15:00-17:00
امتحان(1404.11.06) ساعت : 12:30-14:30",,"معادل: 4816021 دانش خانواده و جمعيت
معادل: 1812700 دانش خانواده و جمعيت
معادل: 3022014 اخلاق غريزه - مركز مبنا (دانش خانواده وجمعيت)
معادل: 3022019 اخلاق اجتماعي(دانش خانواده وجمعيت )",,2,0,واحد_ع,False,
3022052_01,تفسير موضوعي نهج البلاغه,35,زن,نيري عصمت,"درس(ت): دوشنبه 13:00-15:00
امتحان(1404.11.02) ساعت : 07:30-09:30",دانشكده مديريت و اقتصاد _ تالار معراج,"معادل: 4816003 تفسير موضوعي نهج البلاغه
معادل: 3022013 سيره حكمراني اميرالمومنين(ع)درنهج البلاغه(تفسيرموضوعي نهج البلاغه)
معادل: 3022051 تفسير موضوعي قران",,2,0,واحد_ع,False,
3022052_02,تفسير موضوعي نهج البلاغه,35,مرد,محمودي صاحبي مصطفي,"درس(ت): دوشنبه 07:30-09:30
امتحان(1404.11.02) ساعت : 07:30-09:30",دانشكده مديريت و اقتصاد _ تالار معراج,"معادل: 4816003 تفسير موضوعي نهج البلاغه
معادل: 3022013 سيره حكمراني اميرالمومنين(ع)درنهج البلاغه(تفسيرموضوعي نهج البلاغه)
معادل: 3022051 تفسير موضوعي قران",,2,0,واحد_ع,False,
3022052_03,تفسير موضوعي نهج البلاغه,35,زن,نيري عصمت,"درس(ت): سه شنبه 13:00-15:00
امتحان(1404.11.02) ساعت : 07:30-08:30",ساختمان كلاسهاي دانشكده مهندسي _ كلاس 202,"معادل: 4816003 تفسير موضوعي نهج البلاغه
معادل: 3022013 سيره حكمراني اميرالمومنين(ع)درنهج البلاغه(تفسيرموضوعي نهج البلاغه)
معادل: 3022051 تفسير موضوعي قران",,2,0,واحد_ع,False,
3022051_01,تفسير موضوعي قران,35,زن,اكبري قدسيه,"درس(ت): چهارشنبه 07:30-09:30
امتحان(1404.11.02) ساعت : 07:30-09:30",ساختمان كلاسهاي دانشكده مهندسي _ كلاس 206,"معادل: 3022052 تفسير موضوعي نهج البلاغه
معادل: 4816002 تفسير موضوعي قرآن كريم
معادل: 3022012 انس باقرآن مركز مبنا(تفسيرموضوعي قرآن كريم)",,2,0,واحد_ع,False,
3022051_02,تفسير موضوعي قران,35,مرد,محمودي صاحبي مصطفي,"درس(ت): شنبه 15:00-17:00
امتحان(1404.11.02) ساعت : 07:30-09:30",ساختمان كلاسهاي دانشكده مهندسي _ كلاس 209,"معادل: 3022052 تفسير موضوعي نهج البلاغه
معادل: 4816002 تفسير موضوعي قرآن كريم
معادل: 3022012 انس باقرآن مركز مبنا(تفسيرموضوعي قرآن كريم)",,2,0,واحد_ع,False,
3022051_03,تفسير موضوعي قران,35,زن,نجفي سواد رودباري رضوانه,"درس(ت): سه شنبه 13:00-15:00
امتحان(1404.11.02) ساعت : 07:30-09:30",دانشكده مديريت و اقتصاد _ 923,"معادل: 3022052 تفسير موضوعي نهج البلاغه
معادل: 4816002 تفسير موضوعي قرآن كريم
معادل: 3022012 انس باقرآن مركز مبنا(تفسيرموضوعي قرآن كريم)",,2,0,واحد_ع,False,
3022051_04,تفسير موضوعي قران,35,مرد,محمودي صاحبي مصطفي,"درس(ت): شنبه 18:00-20:00
امتحان(1404.11.02) ساعت : 07:30-09:30",ساختمان كلاسهاي دانشكده مهندسي _ كلاس 209,"معادل: 3022052 تفسير موضوعي نهج البلاغه
معادل: 4816002 تفسير موضوعي قرآن كريم
معادل: 3022012 انس باقرآن مركز مبنا(تفسيرموضوعي قرآن كريم)",,2,0,واحد_ع,False,
3022051_05,تفسير موضوعي قران,35,زن,نجفي سواد رودباري رضوانه,"درس(ت): چهارشنبه 07:30-09:30
امتحان(1404.11.02) ساعت : 07:30-09:30",دانشكده مديريت و اقتصاد _ 923,"معادل: 3022052 تفسير موضوعي نهج البلاغه
معادل: 4816002 تفسير موضوعي قرآن كريم
معادل: 3022012 انس باقرآن مركز مبنا(تفسيرموضوعي قرآن كريم)",,2,0,واحد_ع,False,
3022051_06,تفسير موضوعي قران,35,مرد,محمودي صاحبي مصطفي,"درس(ت): سه شنبه 09:30-11:30
امتحان(1404.11.02) ساعت : 07:30-09:30",ساختمان كلاسهاي دانشكده مهندسي _ كلاس 209,"معادل: 3022052 تفسير موضوعي نهج البلاغه
معادل: 4816002 تفسير موضوعي قرآن كريم
معادل: 3022012 انس باقرآن مركز مبنا(تفسيرموضوعي قرآن كريم)",,2,0,واحد_ع,False,
3022051_07,تفسير موضوعي قران,35,زن,نجفي سواد رودباري رضوانه,"درس(ت): چهارشنبه 13:00-15:00
امتحان(1404.11.02) ساعت : 07:30-09:30",دانشكده مديريت و اقتصاد _ 923,"معادل: 3022052 تفسير موضوعي نهج البلاغه
معادل: 4816002 تفسير موضوعي قرآن كريم
معادل: 3022012 انس باقرآن مركز مبنا(تفسيرموضوعي قرآن كريم)",,2,0,واحد_ع,False,
3022051_08,تفسير موضوعي قران,35,مرد,بامري عبدالواحد,"درس(ت): يك شنبه 18:00-20:00
امتحان(1404.11.02) ساعت : 07:30-09:30",دانشكده مديريت و اقتصاد _ تالار معراج,"معادل: 3022052 تفسير موضوعي نهج البلاغه
معادل: 4816002 تفسير موضوعي قرآن كريم
معادل: 3022012 انس باقرآن مركز مبنا(تفسيرموضوعي قرآن كريم)",,2,0,واحد_ع,False,
3022051_09,تفسير موضوعي قران,35,زن,نيري عصمت,"درس(ت): يك شنبه 15:00-17:00
امتحان(1404.11.02) ساعت : 07:30-09:30",دانشكده مديريت و اقتصاد _ تالار معراج,"معادل: 3022052 تفسير موضوعي نهج البلاغه
معادل: 4816002 تفسير موضوعي قرآن كريم
معادل: 3022012 انس باقرآن مركز مبنا(تفسيرموضوعي قرآن كريم)",,2,0,واحد_ع,False,
3022031_01,انقلاب اسلامي ايران,35,زن,كريمي يعقوب,"درس(ت): شنبه 13:00-15:00
امتحان(1404.11.02) ساعت : 07:30-09:30",دانشكده مديريت و اقتصاد _ تالار معراج,"معادل: 3022032 آشنايي با قانون اساسي جمهوري اسلامي ايران
معادل: 3022006 منظومه فكري تمدني رهبري(انقلاب اسلامي)
معادل: 3022033 انديشه سياسي امام خميني (ره)
معادل: 4816009 انقلاب اسلامي ايران و ريشه هاي آن
معادل: 3022005 جريان شناسي سياسي صدساله ايران(انقلاب اسلامي)
معادل: 3210032 انقلاب اسلامي ايران",,2,0,واحد_ع,False,
3022031_02,انقلاب اسلامي ايران,35,مرد,ميرلطفي پرويز رضا,"درس(ت): چهارشنبه 13:00-15:00
امتحان(1404.11.02) ساعت : 07:30-09:30",ساختمان كلاسهاي دانشكده مهندسي _ كلاس 209,"معادل: 3022032 آشنايي با قانون اساسي جمهوري اسلامي ايران
معادل: 3022006 منظومه فكري تمدني رهبري(انقلاب اسلامي)
معادل: 3022033 انديشه سياسي امام خميني (ره)
معادل: 4816009 انقلاب اسلامي ايران و ريشه هاي آن
معادل: 3022005 جريان شناسي سياسي صدساله ايران(انقلاب اسلامي)
معادل: 3210032 انقلاب اسلامي ايران",,2,0,واحد_ع,False,
3022031_03,انقلاب اسلامي ايران,35,زن,كريمي يعقوب,"درس(ت): شنبه 15:00-17:00
امتحان(1404.11.02) ساعت : 07:30-09:30",دانشكده مديريت و اقتصاد _ 923,"معادل: 3022032 آشنايي با قانون اساسي جمهوري اسلامي ايران
معادل: 3022006 منظومه فكري تمدني رهبري(انقلاب اسلامي)
معادل: 3022033 انديشه سياسي امام خميني (ره)
معادل: 4816009 انقلاب اسلامي ايران و ريشه هاي آن
معادل: 3022005 جريان شناسي سياسي صدساله ايران(انقلاب اسلامي)
معادل: 3210032 انقلاب اسلامي ايران",,2,0,واحد_ع,False,
